t,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),|F|
21.6565,3.12672,-6.09527,171.36258,-3.26016,3.39081,0.58827,171.49945
21.6774,3.05147,-5.88482,171.40141,-3.26664,3.38291,0.5858,171.52955
21.6985,3.00711,-5.88213,171.41609,-3.27178,3.37904,0.58022,171.54334
21.7196,2.98497,-5.71383,171.50323,-3.27065,3.38874,0.58143,171.62435
21.7405,3.1395,-5.84479,171.24129,-3.27041,3.39667,0.58807,171.36977
21.7619,3.02019,-6.14551,171.60582,-3.28066,3.41303,0.58882,171.74238
21.7887,3.01407,-5.78281,171.61469,-3.27234,3.39641,0.58319,171.73854
21.8091,3.03228,-5.70084,171.5542,-3.2681,3.40009,0.58423,171.67568
21.8297,3.08021,-5.99712,171.38002,-3.273,3.41632,0.58846,171.51258
21.8504,3.10278,-5.82646,171.54358,-3.26854,3.42682,0.58705,171.67054
21.8711,3.38186,-5.57044,171.43947,-3.26635,3.42354,0.59012,171.56328
21.8927,3.28794,-5.89051,171.43024,-3.26718,3.42826,0.59008,171.56292
21.9138,3.27225,-5.9653,171.58466,-3.2813,3.42772,0.59144,171.7195
21.9343,3.37503,-5.63063,171.49965,-3.27353,3.42455,0.59006,171.62524
21.9547,3.35132,-5.62367,171.57677,-3.26572,3.42906,0.59113,171.70161
21.9756,3.05,-5.76679,171.39532,-3.26752,3.42108,0.58467,171.51943
21.9963,3.1435,-5.54052,171.72354,-3.27554,3.4199,0.58356,171.84165
22.0234,3.10595,-5.6536,171.50938,-3.28415,3.4153,0.58719,171.63065
22.0439,3.19934,-5.79148,171.2691,-3.27136,3.41095,0.58607,171.39686
22.0646,3.29904,-5.97234,171.37947,-3.27339,3.4098,0.59125,171.51523
22.0852,3.01408,-6.21077,171.37709,-3.27403,3.41188,0.59559,171.51608
22.1065,3.07938,-5.79611,171.46538,-3.27497,3.40663,0.58818,171.59095
22.1271,3.32387,-5.74419,171.26115,-3.26822,3.40582,0.59441,171.38969
22.1491,3.06216,-5.84565,171.71269,-3.26812,3.4145,0.5862,171.83945
22.1696,3.27613,-5.99422,171.2283,-3.27036,3.39299,0.59524,171.36451
22.1967,2.98928,-5.87901,171.59023,-3.25607,3.39752,0.58331,171.71693
22.2173,2.93576,-6.008,171.40776,-3.26143,3.39833,0.58435,171.53814
22.2379,2.92735,-5.87937,171.39102,-3.26181,3.39466,0.58347,171.51682
22.2585,2.9548,-5.65417,171.59029,-3.26131,3.38439,0.5848,171.70884
22.2791,3.10994,-6.04313,171.6725,-3.26948,3.4053,0.58889,171.80698
22.3006,3.09486,-5.98631,171.43465,-3.26215,3.40857,0.5898,171.56705
22.3216,3.24582,-5.88123,171.30194,-3.27263,3.39847,0.58657,171.4336
22.3428,3.21655,-5.95571,171.4064,-3.27756,3.40645,0.589,171.54
22.3634,3.14223,-5.65085,171.4734,-3.28261,3.40553,0.58798,171.59526
22.385,3.19146,-5.74811,171.28021,-3.26704,3.41343,0.58618,171.40635
22.4056,3.26463,-5.81886,171.21933,-3.27713,3.41798,0.58686,171.34928
22.4318,3.29223,-5.75169,171.05852,-3.26596,3.42921,0.59431,171.18685
22.4526,3.40892,-5.76139,170.89468,-3.2519,3.43874,0.60095,171.02575
22.4736,3.50871,-5.67539,171.18347,-3.23887,3.44738,0.60412,171.31346
22.4943,3.30584,-5.83404,170.8627,-3.24951,3.43789,0.59908,170.99423
22.5149,3.53294,-6.00847,170.91905,-3.25278,3.42566,0.60151,171.06112
22.5354,3.35775,-5.95605,171.0527,-3.25219,3.42453,0.59858,171.1893
22.5559,3.21852,-6.27414,171.09839,-3.24766,3.421,0.59816,171.24363
22.5776,3.40589,-6.02729,171.07268,-3.24877,3.40987,0.60039,171.2127
22.5989,3.30486,-5.92339,171.27237,-3.25158,3.41097,0.59991,171.40663
22.6194,2.98068,-6.03924,171.32437,-3.24525,3.40278,0.59367,171.45669
22.6403,3.09053,-6.34342,171.35345,-3.2456,3.40386,0.59377,171.49868
22.6609,3.27541,-6.05543,171.2166,-3.24521,3.40341,0.59713,171.35495
22.6833,3.09903,-6.00188,171.3672,-3.23224,3.39275,0.59337,171.50028
22.7073,2.91121,-6.01014,171.74734,-3.24234,3.37997,0.59094,171.87713
22.7278,2.94955,-6.06462,171.38356,-3.24193,3.37655,0.59086,171.51619
22.7486,3.06822,-6.66764,171.48228,-3.25301,3.38245,0.60123,171.63929
22.7695,3.0187,-6.086,171.39284,-3.25219,3.39651,0.58932,171.52742
22.7901,3.08297,-6.1107,171.32489,-3.25971,3.404,0.59261,171.46155
22.8108,3.13863,-5.85675,171.22145,-3.25996,3.40772,0.59008,171.35034
22.8313,3.22438,-5.90092,171.29988,-3.25657,3.40779,0.59455,171.43181
22.8523,3.25521,-5.91623,171.41223,-3.25795,3.42305,0.59415,171.54519
22.8729,3.22502,-5.97526,171.57474,-3.26307,3.42322,0.59656,171.70904
22.8937,3.05157,-5.66292,171.41922,-3.26524,3.42519,0.59084,171.53988
22.9144,3.27131,-5.39466,171.38191,-3.26643,3.42322,0.58841,171.498
22.935,2.94392,-5.7797,171.4505,-3.27158,3.42191,0.59123,171.57315
22.9623,3.2926,-6.03782,171.4917,-3.27281,3.41642,0.59595,171.62954
22.983,3.39928,-5.8608,171.41277,-3.26451,3.41643,0.59299,171.54661
23.0044,3.25839,-6.13626,171.59895,-3.26021,3.41411,0.6024,171.73955
23.0251,3.08429,-5.99622,171.32819,-3.27006,3.40848,0.59052,171.46083
23.0464,3.27681,-5.68883,171.35374,-3.26648,3.41879,0.58872,171.47946
23.0675,3.17017,-6.23077,171.40198,-3.26464,3.42154,0.60199,171.54449
23.0926,3.06247,-5.96076,171.37918,-3.26863,3.41782,0.59041,171.51015
23.1144,3.15328,-5.75107,171.32352,-3.26934,3.41882,0.59007,171.44902
23.1355,3.08101,-5.96667,171.1969,-3.2638,3.41675,0.59884,171.32855
23.1563,3.14631,-5.79102,171.54489,-3.27001,3.41442,0.59138,171.67144
23.1768,3.16337,-6.10971,171.3812,-3.26132,3.40685,0.59517,171.51924
23.1985,3.36398,-6.30231,171.22775,-3.26621,3.40274,0.60326,171.37672
23.2191,3.21885,-6.26852,171.12607,-3.26332,3.40822,0.59816,171.27109
23.2397,3.11424,-5.68046,171.22897,-3.24536,3.41449,0.59551,171.35147
23.2653,3.22208,-5.75341,171.51848,-3.26069,3.38903,0.58833,171.64519
23.286,3.12944,-5.9077,171.29138,-3.26512,3.37955,0.58707,171.4218
23.3065,3.08302,-6.3244,171.38632,-3.26833,3.38523,0.59227,171.53068
23.3271,3.02032,-6.29223,171.39394,-3.26355,3.38689,0.59023,171.53599
23.348,2.84947,-6.079,171.58325,-3.26632,3.38162,0.58661,171.71455
23.369,2.90978,-6.11883,171.47925,-3.26704,3.38126,0.59201,171.61305
23.3895,3.21026,-5.96755,171.4583,-3.26425,3.38767,0.59441,171.59215
23.4107,3.22133,-5.9826,171.45374,-3.2637,3.38432,0.58652,171.58832
23.432,3.15504,-6.33175,171.33983,-3.26802,3.37855,0.59353,171.48581
23.453,3.02988,-5.87858,171.50064,-3.259,3.3847,0.59096,171.62811
23.4742,3.29904,-6.07521,171.20607,-3.26371,3.40083,0.60044,171.34559
23.495,3.13529,-5.87676,171.05707,-3.25226,3.40633,0.5932,171.1867
23.523,3.23304,-5.7533,171.24628,-3.24823,3.40341,0.59476,171.37339
23.5442,3.18971,-6.06513,171.43214,-3.26224,3.40302,0.59694,171.56905
23.5651,3.22149,-6.0586,171.17903,-3.26041,3.40481,0.59316,171.31651
23.5863,3.23347,-5.93904,171.20169,-3.2573,3.40009,0.59598,171.33519
23.607,3.21545,-5.64633,171.20531,-3.24714,3.40015,0.58823,171.32857
23.6287,3.12901,-6.14718,171.32431,-3.26129,3.40039,0.59579,171.46311
23.6544,3.2861,-5.84639,171.18057,-3.25042,3.39141,0.59588,171.3119
23.6773,3.23051,-5.99243,171.50146,-3.26089,3.39724,0.59308,171.63653
23.6978,3.03803,-6.00431,171.50478,-3.25854,3.39941,0.59364,171.63674
23.7206,3.20175,-6.05844,171.30948,-3.25603,3.38124,0.58854,171.44647
23.7426,3.08547,-5.97677,171.4205,-3.26182,3.38309,0.59011,171.55241
23.7673,3.1504,-5.86886,171.25452,-3.26322,3.39133,0.59011,171.38401
23.7895,3.04457,-6.14837,171.39352,-3.26331,3.3881,0.59413,171.53079
23.8104,3.02164,-6.25509,171.34322,-3.26074,3.40009,0.59062,171.48398
23.8325,3.08016,-5.8678,171.14297,-3.25172,3.40386,0.59167,171.27124
23.8532,3.25923,-6.02072,171.18506,-3.2566,3.40078,0.59963,171.32191
23.8784,3.27797,-5.74826,171.36288,-3.24972,3.39798,0.59035,171.4906
23.8995,3.23811,-6.07685,171.44362,-3.25601,3.40191,0.59397,171.58184
23.9201,3.24416,-6.28432,171.11853,-3.26322,3.38877,0.59213,171.26462
23.9413,3.1898,-6.13063,171.09283,-3.25693,3.39251,0.59435,171.23235
23.9623,3.13774,-5.96706,171.22658,-3.25403,3.40174,0.59111,171.35925
23.9842,3.21691,-5.94484,171.26947,-3.24979,3.40627,0.5973,171.4028
24.0047,3.2342,-6.02916,171.26482,-3.26122,3.40314,0.59187,171.40142
24.026,3.19794,-6.22622,171.16309,-3.25556,3.39261,0.59708,171.30614
24.0464,3.36153,-5.85844,171.01595,-3.249,3.39072,0.59758,171.14928
24.0674,3.3456,-5.99037,171.20432,-3.25726,3.39291,0.59528,171.34175
24.088,3.08804,-5.88542,171.6339,-3.25694,3.39779,0.58843,171.76254
24.1141,3.20834,-6.03024,171.21948,-3.26219,3.38538,0.59164,171.35568
24.1346,2.93368,-5.84853,171.68976,-3.26332,3.39852,0.58638,171.81439
24.1552,3.21682,-5.73262,171.20917,-3.25358,3.40012,0.59377,171.33531
24.176,3.13712,-6.11672,171.40027,-3.26465,3.40513,0.60266,171.53807
24.1972,3.30902,-6.24633,171.20361,-3.26914,3.406,0.59582,171.34948
24.218,3.23896,-6.1202,171.29825,-3.25841,3.41175,0.59859,171.43815
24.2397,3.18645,-5.93772,171.26784,-3.26711,3.40736,0.58907,171.40036
24.2608,3.04724,-5.96163,171.36443,-3.26432,3.41404,0.59233,171.49517
24.2865,3.30294,-6.20445,171.07219,-3.26991,3.4072,0.59695,171.21653
24.3069,3.27946,-5.76606,171.10329,-3.26392,3.41088,0.59456,171.23182
24.3277,3.23459,-5.69271,171.17569,-3.25491,3.41285,0.59196,171.30086
24.3483,3.18604,-5.94703,171.25256,-3.26486,3.4198,0.59219,171.38541
24.3707,3.26537,-5.80789,171.29219,-3.26308,3.41809,0.59286,171.42173
24.3919,3.24702,-6.17064,171.29039,-3.26691,3.41244,0.59834,171.43225
24.413,3.15758,-6.05122,171.50002,-3.26873,3.40637,0.59156,171.63579
24.4393,3.11988,-5.86218,171.22327,-3.26268,3.41489,0.58887,171.35199
24.4607,3.19325,-5.93764,171.33459,-3.26439,3.41283,0.59027,171.46719
24.4818,3.1925,-5.70716,171.50844,-3.27118,3.40932,0.58671,171.63306
24.5024,3.22082,-5.88964,171.40634,-3.26816,3.39631,0.59112,171.53774
24.5241,3.22277,-6.28688,171.2355,-3.27297,3.40297,0.59675,171.38118
24.5458,3.02253,-5.90747,171.3316,-3.26609,3.40701,0.59238,171.46006
24.5716,3.11667,-5.93155,171.23979,-3.26296,3.39127,0.59018,171.37084
24.5923,3.08883,-6.02575,171.30103,-3.27678,3.38682,0.58628,171.4348
24.6129,3.01118,-5.98206,171.46349,-3.27782,3.38359,0.58544,171.59423
24.6336,3.09886,-6.03013,171.26242,-3.26965,3.38831,0.59001,171.39656
24.6557,3.08694,-6.12398,171.42845,-3.26739,3.39029,0.58962,171.56557
24.6763,3.29844,-5.84535,171.20613,-3.26665,3.38652,0.59191,171.33764
24.6976,3.04182,-6.02138,171.25694,-3.27287,3.39248,0.58949,171.38976
24.7188,3.12894,-6.11703,171.49878,-3.27403,3.38851,0.59182,171.63636
24.74,3.32337,-5.91427,171.24182,-3.27072,3.37606,0.58718,171.37615
24.7605,2.98317,-5.88722,171.31171,-3.26403,3.38034,0.58999,171.43879
24.781,3.15309,-6.0762,171.10699,-3.26075,3.37708,0.58842,171.24388
24.8062,3.09286,-5.96244,171.34811,-3.26081,3.37745,0.58671,171.47971
24.8269,2.98437,-6.31828,171.18881,-3.27308,3.3731,0.58955,171.33136
24.8486,3.09721,-5.98026,171.32794,-3.26225,3.37096,0.5851,171.46026
24.8697,2.94508,-5.80195,171.29028,-3.25844,3.37649,0.58591,171.41382
24.8904,2.99911,-5.92202,171.48178,-3.26655,3.38124,0.58181,171.61022
24.9125,3.02227,-6.25616,171.19937,-3.26942,3.37229,0.59149,171.3403
24.933,3.10148,-5.89497,171.57629,-3.25691,3.38074,0.58819,171.70555
24.9538,3.00586,-5.80008,171.28256,-3.26337,3.38218,0.58245,171.40709
24.975,3.10606,-6.14694,171.11488,-3.26118,3.37316,0.58772,171.25343
25.0001,2.94634,-5.95249,171.32913,-3.26071,3.37782,0.58854,171.45782
25.0209,3.04148,-6.37032,171.22466,-3.26315,3.38137,0.59096,171.37011
25.0416,3.18957,-5.93707,171.18648,-3.25461,3.38229,0.58741,171.3191
25.0624,3.33941,-6.07376,171.20354,-3.25663,3.3766,0.59042,171.34379
25.083,3.00566,-6.26524,171.16954,-3.26939,3.37109,0.59082,171.31053
25.1047,3.02846,-6.0003,171.39523,-3.26266,3.37704,0.58927,171.52697
25.1252,3.08881,-6.22,171.22934,-3.26777,3.37034,0.59132,171.37011
25.1461,3.00267,-5.98227,171.29259,-3.25791,3.37707,0.58354,171.42332
25.1668,3.18784,-6.00477,171.31551,-3.26206,3.37721,0.59197,171.45035
25.1875,3.07118,-5.95966,171.49496,-3.26662,3.37393,0.58854,171.62597
25.2082,3.08642,-5.852,171.3748,-3.25692,3.37065,0.58736,171.50246
25.2323,3.04356,-5.96009,171.18153,-3.26763,3.37889,0.58901,171.3123
25.2541,3.219,-5.91629,171.33456,-3.25842,3.37961,0.58947,171.4669
25.2747,3.16621,-5.74031,171.19157,-3.25439,3.38148,0.58954,171.31705
25.2959,3.09127,-5.8295,171.21582,-3.26257,3.37968,0.59287,171.34292
25.3171,3.15768,-5.73422,171.48921,-3.25394,3.38225,0.59211,171.61411
25.3377,3.10288,-5.78213,171.1443,-3.26201,3.38329,0.58491,171.27006
25.3583,3.00582,-6.06217,171.34213,-3.27384,3.38156,0.58738,171.47569
25.3796,3.03252,-5.91444,171.29991,-3.26595,3.37162,0.58815,171.42881
25.4009,3.28143,-5.851,171.30768,-3.26807,3.37709,0.58874,171.43898
25.4216,3.17885,-5.84674,171.39272,-3.27012,3.38295,0.59423,171.52187
25.4426,2.94729,-5.94158,171.56844,-3.27231,3.38291,0.58723,171.69658
25.464,3.12354,-5.83107,171.32489,-3.26354,3.37706,0.59024,171.45255
25.489,3.16645,-5.92153,171.08018,-3.26253,3.38907,0.58905,171.21192
25.5107,3.16302,-5.95731,171.21184,-3.26591,3.38903,0.58989,171.34465
25.5319,3.22576,-5.86451,171.19218,-3.27087,3.36829,0.58086,171.32298
25.5527,3.12315,-5.88202,171.32291,-3.26438,3.37752,0.58789,171.4523
25.5738,3.06544,-5.71997,171.3004,-3.26597,3.38572,0.58245,171.42328
25.5945,3.15431,-5.91904,170.78531,-3.26887,3.38311,0.58587,170.91696
25.6165,3.32037,-5.88521,171.00055,-3.27231,3.37235,0.58846,171.13401
25.6403,3.08856,-6.08195,171.15508,-3.26944,3.37526,0.58611,171.29095
25.6622,2.90193,-6.02544,171.5264,-3.27157,3.37715,0.58665,171.65673
25.6828,2.86276,-5.8299,171.23434,-3.27463,3.38272,0.58438,171.35747
25.7041,3.04112,-5.95996,171.45319,-3.26348,3.3661,0.58284,171.5837
25.7254,3.00957,-6.19763,171.29042,-3.27249,3.37096,0.59008,171.42892
25.7462,2.96373,-5.90464,171.13161,-3.26292,3.37578,0.58464,171.25909
25.7677,2.94039,-6.01642,171.03583,-3.26518,3.37866,0.58488,171.16687
25.7887,3.07745,-6.07286,171.31776,-3.27669,3.3613,0.58755,171.45299
25.8142,3.03622,-6.11161,171.39223,-3.27438,3.3674,0.58192,171.52803
25.835,2.96348,-6.13531,171.0285,-3.27451,3.36763,0.583,171.16417
25.8561,3.11114,-6.33257,171.06273,-3.27324,3.38074,0.58974,171.20817
25.8773,3.28392,-5.93285,171.14548,-3.26405,3.37777,0.58563,171.27976
25.8984,3.07396,-5.91353,171.30983,-3.26054,3.38023,0.58749,171.43943
25.9202,3.05599,-6.13964,171.29337,-3.26761,3.3853,0.59465,171.4306
25.9407,3.16063,-6.06829,171.23781,-3.27278,3.38074,0.59,171.37445
25.9616,3.13981,-6.01275,171.17839,-3.26021,3.3838,0.59107,171.31273
25.983,3.1175,-5.73026,171.40121,-3.26447,3.38596,0.58481,171.52531
26.0037,3.15549,-5.74498,171.42503,-3.26542,3.3921,0.5869,171.5503
26.0242,3.14466,-6.17322,171.25079,-3.2708,3.39367,0.59196,171.39087
26.05,3.23111,-5.90772,171.12971,-3.26338,3.38087,0.58926,171.26214
26.0709,3.10808,-5.78824,171.18942,-3.26701,3.38361,0.58845,171.31545
26.092,3.08136,-6.19368,171.0972,-3.26422,3.38915,0.58942,171.23699
26.113,2.93511,-6.13781,171.38419,-3.27205,3.3861,0.58913,171.51917
26.1336,3.06324,-6.00294,171.15121,-3.26836,3.38321,0.58461,171.28385
26.1558,3.09277,-5.92938,171.31171,-3.27442,3.38925,0.5907,171.44219
26.1796,2.87908,-5.93778,171.48253,-3.26165,3.38545,0.58698,171.60945
26.2017,3.08992,-6.03712,171.10336,-3.26045,3.38814,0.58997,171.23772
26.2228,3.26894,-5.84713,171.27859,-3.2533,3.39893,0.59197,171.40954
26.2438,3.14146,-6.1501,171.11919,-3.27274,3.4005,0.59359,171.25848
26.2653,3.14144,-6.13221,171.04025,-3.26619,3.40698,0.59347,171.17897
26.2866,3.21066,-6.14805,171.19287,-3.2726,3.41843,0.59598,171.33332
26.3074,3.19647,-5.93934,171.29826,-3.25168,3.4259,0.60122,171.431
26.3292,3.33968,-5.74888,171.0605,-3.25604,3.43021,0.59496,171.18966
26.35,3.19379,-5.82952,171.58423,-3.26365,3.42578,0.59182,171.71293
26.3773,3.14105,-5.86032,171.39423,-3.27213,3.41026,0.58755,171.52315
26.3988,3.321,-5.79523,171.00443,-3.25318,3.41098,0.59333,171.13482
26.4193,3.17655,-5.7847,171.21002,-3.25595,3.40846,0.59147,171.33717
26.4398,3.08556,-6.005,171.3027,-3.26908,3.40013,0.59228,171.43569
26.4611,3.08823,-6.31191,171.22641,-3.26603,3.39437,0.60141,171.37054
26.4822,3.17371,-6.10773,171.21413,-3.2636,3.38212,0.59428,171.35243
26.5028,3.03522,-5.82344,171.30876,-3.2591,3.375,0.58865,171.43458
26.5294,3.26252,-6.15053,171.09439,-3.25717,3.36397,0.59358,171.23599
26.5501,3.06624,-6.19454,171.25664,-3.25968,3.35837,0.59291,171.39606
26.5709,2.8274,-5.9158,171.38383,-3.26186,3.34634,0.58022,171.50921
26.5921,2.85467,-5.81033,171.74014,-3.26512,3.34913,0.57829,171.86211
26.6125,2.90626,-6.01851,171.49139,-3.25933,3.35316,0.58861,171.62158
26.6344,2.98616,-6.14618,171.45316,-3.2611,3.34549,0.59266,171.58927
26.6634,3.1847,-6.32336,171.06166,-3.27214,3.3448,0.58616,171.20812
26.6841,2.9883,-6.11501,171.1106,-3.25975,3.33941,0.58659,171.2459
26.7048,2.75931,-6.4222,171.30984,-3.26737,3.34196,0.58972,171.45239
26.7263,2.95894,-6.27642,171.43617,-3.26484,3.3542,0.59064,171.57654
26.747,2.97862,-6.29683,170.88335,-3.26934,3.34352,0.58855,171.02526
26.7679,2.89037,-6.08588,171.51239,-3.25362,3.35121,0.58981,171.64467
26.7936,2.91189,-6.28173,171.07045,-3.26181,3.35036,0.59245,171.21051
26.8143,2.86399,-6.39991,171.17737,-3.26842,3.35253,0.59068,171.32091
26.8372,2.98865,-6.34074,171.00983,-3.26745,3.35116,0.59083,171.15343
26.8649,2.85152,-5.80537,171.21252,-3.25985,3.36419,0.5901,171.33465
26.8856,2.81928,-6.03185,171.18239,-3.2614,3.3567,0.58725,171.31183
26.9067,3.05833,-6.26863,171.20493,-3.257,3.35332,0.5906,171.34695
26.9292,3.01532,-6.0635,171.04131,-3.25938,3.35667,0.58501,171.17531
26.9504,2.9039,-6.14692,171.2601,-3.26261,3.34762,0.58866,171.39498
26.971,3.04919,-6.24196,171.24063,-3.25883,3.36882,0.59354,171.38149
26.9926,3.17128,-5.88522,171.08353,-3.25001,3.36708,0.59097,171.21409
27.0185,2.98141,-5.97195,171.31602,-3.26077,3.36032,0.58658,171.44601
27.0393,3.08464,-6.10994,171.16342,-3.26251,3.36383,0.59153,171.30021
27.0599,3.16151,-6.14738,171.30717,-3.25257,3.37026,0.59461,171.44659
27.0821,3.06035,-6.34264,171.12897,-3.2574,3.36886,0.5914,171.27381
27.1037,3.18797,-5.96652,171.00348,-3.24965,3.35597,0.58873,171.13723
27.1243,3.05688,-6.3658,171.11095,-3.26221,3.35536,0.59417,171.2566
27.1462,3.071,-6.06878,171.27969,-3.25615,3.36414,0.59158,171.41469
27.172,3.17001,-6.02723,171.49463,-3.25086,3.36821,0.59254,171.62979
27.1932,3.13986,-5.85136,171.13757,-3.25511,3.36811,0.592,171.26636
27.2146,3.02733,-5.88331,171.14803,-3.24932,3.36279,0.58968,171.27587
27.2356,3.14123,-6.09601,171.19855,-3.25042,3.36466,0.59321,171.33584
27.258,3.11808,-5.96268,171.14513,-3.25056,3.37485,0.59043,171.27735
27.2789,2.96807,-6.3454,171.26645,-3.25129,3.37028,0.59258,171.40966
27.2995,2.84465,-6.03972,171.47984,-3.25807,3.36263,0.58504,171.60975
27.3268,3.1285,-6.24238,171.03268,-3.25435,3.35209,0.59552,171.17516
27.3481,3.08008,-6.26816,171.29065,-3.2524,3.36042,0.59042,171.43297
27.3693,2.98845,-6.14585,171.22682,-3.25484,3.35851,0.59154,171.36314
27.3906,2.92513,-6.34263,171.27205,-3.2612,3.35666,0.58932,171.41441
27.4112,2.98494,-6.50922,171.25323,-3.2601,3.36053,0.58997,171.40289
27.432,2.93089,-6.19246,171.41295,-3.25626,3.36583,0.59199,171.54981
27.4526,2.94815,-6.04284,171.3373,-3.2585,3.36439,0.5918,171.46917
27.4735,3.12025,-6.27487,171.16747,-3.25354,3.36078,0.59036,171.31086
27.4991,2.96621,-6.0,171.12878,-3.25294,3.3561,0.58679,171.25963
27.5197,3.17854,-6.3983,170.81627,-3.25988,3.36149,0.59752,170.96561
27.5402,2.99545,-6.24016,171.01183,-3.25424,3.35965,0.58875,171.15185
27.5611,3.03382,-6.22006,171.40562,-3.25326,3.34567,0.58857,171.54527
27.5816,3.22613,-6.0577,171.11105,-3.25612,3.35471,0.59094,171.24864
27.6029,2.96212,-6.53996,171.10817,-3.2606,3.34879,0.59295,171.25873
27.6241,2.95277,-5.76211,171.55028,-3.24391,3.34927,0.58312,171.67242
27.6448,2.85701,-6.2681,171.25742,-3.25838,3.35526,0.58828,171.3959
27.6656,2.86956,-6.09512,171.3679,-3.25398,3.35148,0.59133,171.50027
27.6871,2.9507,-6.50921,171.1833,-3.25055,3.34737,0.59551,171.33243
27.7078,3.03061,-6.25899,171.05453,-3.24867,3.34941,0.59508,171.19583
27.7283,3.0597,-6.32356,171.20934,-3.24485,3.34762,0.59818,171.35339
27.7547,3.12394,-6.34652,170.89517,-3.25949,3.34164,0.59853,171.04151
27.7762,3.16253,-6.21067,171.1825,-3.249,3.34765,0.59515,171.32431
27.7967,2.8721,-6.06533,171.40663,-3.25286,3.35339,0.58796,171.53796
27.8173,3.16252,-6.22634,171.06871,-3.24942,3.34403,0.59164,171.21119
27.8384,2.86835,-6.43799,171.24139,-3.25316,3.34301,0.59697,171.38638
27.8605,3.10433,-6.04115,171.1815,-3.24971,3.35431,0.5927,171.3162
27.8861,3.01226,-6.39913,170.96216,-3.25362,3.34806,0.59775,171.10839
27.9079,2.81628,-6.25773,171.27472,-3.25675,3.34875,0.59136,171.41213
27.929,3.04592,-6.24674,171.13985,-3.25166,3.34903,0.59391,171.2809
27.9506,3.06167,-6.13822,171.18378,-3.24851,3.34864,0.59489,171.32115
27.9713,3.02647,-6.24029,171.24551,-3.25192,3.34846,0.59476,171.3859
27.9924,3.01092,-6.17734,171.15182,-3.24898,3.3504,0.59547,171.28973
28.0181,3.03015,-6.19368,171.1895,-3.24774,3.34475,0.59599,171.3283
28.0388,3.04624,-6.12936,171.12022,-3.24207,3.35209,0.59553,171.25706
28.0596,3.08782,-6.48309,171.08989,-3.25693,3.34767,0.59305,171.24052
28.0802,2.89134,-6.10676,171.15941,-3.25247,3.34371,0.59335,171.29272
28.1034,2.93481,-6.49783,171.27885,-3.25708,3.34729,0.59527,171.42719
28.124,2.98921,-6.3584,170.96288,-3.25147,3.34959,0.59561,171.10719
28.1445,3.10267,-6.3375,171.15475,-3.25978,3.35075,0.59391,171.30015
28.1653,3.00205,-6.15084,171.21196,-3.24945,3.35122,0.58896,171.34871
28.1862,2.97837,-6.23675,171.25099,-3.24696,3.34472,0.59413,171.3904
28.2162,3.0773,-6.20232,170.88109,-3.2465,3.34774,0.59429,171.0213
28.2372,3.16809,-6.33472,171.03351,-3.2525,3.33788,0.59467,171.1801
28.2634,3.17175,-6.23685,171.02106,-3.2513,3.34738,0.59303,171.16413
28.2848,2.99787,-6.45865,171.03088,-3.25828,3.34747,0.59819,171.17904
28.3054,3.04806,-6.12582,171.04402,-3.25337,3.34631,0.59148,171.18082
28.326,3.12811,-6.15435,171.34657,-3.25257,3.35186,0.59186,171.48559
