t,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),|F|
44.812,3.11728,-6.05488,171.02779,-3.23818,3.3671,0.59776,171.16332
44.8327,3.19008,-6.20089,171.15376,-3.24483,3.36347,0.60222,171.29576
44.8537,3.12812,-6.34453,171.19151,-3.25693,3.35075,0.60021,171.3376
44.8744,3.1555,-6.03012,171.09314,-3.24865,3.35509,0.59412,171.22845
44.8951,2.89727,-6.25464,171.22626,-3.24943,3.35426,0.59455,171.36495
44.9167,2.88726,-5.78687,171.6003,-3.23593,3.35358,0.58595,171.72212
44.938,2.87041,-6.74382,171.18141,-3.24417,3.34731,0.59592,171.33824
44.9643,3.09656,-6.07609,171.2518,-3.24429,3.34295,0.59219,171.38753
44.9854,3.02399,-5.98339,171.03694,-3.24847,3.34906,0.58961,171.16828
45.0061,3.01911,-6.2713,171.19939,-3.26046,3.34754,0.59012,171.34081
45.0272,2.77856,-6.35202,171.2056,-3.25362,3.33617,0.58662,171.34592
45.0482,2.97768,-6.32572,171.2039,-3.25444,3.34203,0.59524,171.3466
45.0697,2.94336,-6.22795,171.16299,-3.2515,3.34479,0.58977,171.30155
45.0909,2.95991,-6.32932,171.36125,-3.26243,3.34021,0.59317,171.50364
45.118,3.07391,-6.19756,171.3732,-3.25413,3.34142,0.59344,171.51278
45.139,2.96958,-5.98883,170.76451,-3.25135,3.34727,0.58583,170.8953
45.1605,3.10267,-5.94942,171.21918,-3.2457,3.35518,0.58678,171.3506
45.181,3.0202,-6.34632,171.33536,-3.2513,3.34831,0.59701,171.47945
45.2017,3.05472,-6.05211,171.13103,-3.25271,3.3529,0.59389,171.26526
45.2223,2.9525,-6.21749,171.31174,-3.25643,3.35043,0.59278,171.44995
45.2436,2.98731,-6.60022,171.36273,-3.25982,3.34856,0.59348,171.51581
45.2731,3.06275,-6.15419,171.12238,-3.24886,3.3509,0.59471,171.26039
45.2938,3.00538,-6.16671,171.13914,-3.25837,3.34419,0.58959,171.27658
45.3151,3.09594,-5.84833,171.27466,-3.24885,3.35412,0.59368,171.40244
45.3383,3.07871,-6.28978,171.00946,-3.25263,3.34462,0.59157,171.15278
45.3623,2.94054,-6.41246,171.21864,-3.25279,3.34838,0.58661,171.36391
45.383,2.89683,-6.14069,171.12947,-3.24662,3.35043,0.58975,171.26411
45.4037,3.07161,-5.79179,171.24527,-3.25373,3.3499,0.58936,171.37072
45.4244,2.96792,-5.92229,171.38734,-3.25074,3.35592,0.58872,171.51532
45.4451,2.95262,-6.12487,171.10893,-3.25374,3.34895,0.59135,171.24397
45.4656,2.92856,-6.46775,171.15854,-3.24908,3.34636,0.59724,171.30573
45.4869,3.00715,-6.12388,171.32384,-3.24269,3.3519,0.5882,171.45962
45.5074,2.98744,-6.3609,171.0081,-3.24619,3.34828,0.59661,171.15244
45.5301,2.90064,-6.25173,171.18159,-3.25655,3.34966,0.59248,171.32027
45.5549,3.01346,-6.13886,170.96756,-3.25087,3.35009,0.59128,171.10428
45.577,2.93573,-6.29721,171.34676,-3.25357,3.3455,0.59243,171.48756
45.5978,2.98038,-6.06672,171.33293,-3.24864,3.34621,0.58903,171.46621
45.6186,2.9791,-6.13491,171.28914,-3.25287,3.3542,0.59128,171.42486
45.6399,3.00502,-5.99375,171.07256,-3.25643,3.34213,0.58954,171.2039
45.6615,2.97626,-6.0933,171.06091,-3.25807,3.34577,0.58637,171.19528
45.6824,3.09094,-6.31765,171.16483,-3.24744,3.35513,0.59496,171.30926
45.7079,2.89346,-5.95242,171.19409,-3.24371,3.34964,0.59017,171.32198
45.729,3.0241,-5.84447,171.24338,-3.24899,3.34417,0.58502,171.36977
45.7496,3.18388,-6.23466,171.02248,-3.25822,3.34523,0.59219,171.1657
45.7707,2.9386,-6.08358,171.05252,-3.25514,3.34654,0.59245,171.18589
45.792,3.01145,-6.23021,171.18846,-3.25489,3.34636,0.5902,171.32826
45.8127,2.94399,-6.6643,171.30139,-3.25664,3.34827,0.60177,171.45625
45.8343,2.96398,-6.25238,171.42172,-3.24921,3.35033,0.59484,171.56131
45.8556,3.03095,-6.29064,171.29356,-3.25764,3.35172,0.59066,171.43583
45.8817,2.97061,-6.22504,171.06355,-3.2583,3.34573,0.58736,171.20255
45.9022,3.01147,-6.54209,171.06801,-3.24962,3.3522,0.59028,171.21954
45.9229,3.05752,-6.09488,171.35204,-3.2437,3.34393,0.58877,171.48766
45.9442,2.99721,-6.00799,171.09029,-3.24564,3.35102,0.58966,171.22198
45.9649,3.13667,-6.00113,171.2607,-3.25408,3.34801,0.59083,171.39451
45.9864,2.98115,-5.99274,171.09251,-3.25021,3.35159,0.58887,171.22339
46.0078,2.9561,-6.1484,171.25037,-3.24714,3.34978,0.58882,171.3862
46.0339,3.0764,-6.02505,171.13835,-3.238,3.3438,0.59057,171.27201
46.0543,3.13663,-6.24663,171.09677,-3.24663,3.34665,0.59366,171.23949
46.0751,2.95417,-5.96852,171.22963,-3.24456,3.35113,0.58772,171.35909
46.0964,3.01356,-5.80555,171.33791,-3.24612,3.35571,0.58954,171.46272
46.1177,2.96876,-6.14481,171.00342,-3.25591,3.35208,0.59575,171.13954
46.1384,2.9953,-6.43625,171.2415,-3.24734,3.34766,0.6008,171.38859
46.1596,2.81353,-6.15548,171.52379,-3.24195,3.35684,0.59007,171.65726
46.1805,3.02652,-6.24911,171.03757,-3.25668,3.35093,0.58919,171.17845
46.2024,2.92414,-6.15461,170.98871,-3.25483,3.3473,0.58872,171.12442
46.2274,2.89122,-6.20825,171.13748,-3.24647,3.34895,0.58981,171.27446
46.2496,2.96272,-6.24048,170.95119,-3.25658,3.34701,0.59216,171.09071
46.2704,3.01677,-6.23082,171.21713,-3.24678,3.3566,0.59313,171.35703
46.2921,3.03423,-6.08693,171.05367,-3.25347,3.34428,0.58995,171.18882
46.3134,2.95981,-6.23777,171.04532,-3.25699,3.34558,0.58969,171.18461
46.3398,2.95652,-6.13505,171.33826,-3.25304,3.34347,0.59369,171.47355
46.3611,3.06319,-6.31506,171.01251,-3.2501,3.34699,0.59041,171.15649
46.3819,3.01889,-6.26383,171.06703,-3.24813,3.35014,0.59046,171.20829
46.4032,3.1139,-6.10326,171.17346,-3.24907,3.34375,0.59621,171.31054
46.4241,3.00185,-5.92749,171.20712,-3.25436,3.34914,0.58832,171.336
46.4453,3.02106,-6.06177,170.95125,-3.25726,3.34905,0.59014,171.08536
46.4667,2.98141,-6.08023,171.17291,-3.24886,3.34502,0.59007,171.30681
46.4938,2.92397,-6.14543,171.05423,-3.24492,3.3446,0.58745,171.18956
46.5145,2.94385,-6.15815,171.13788,-3.24954,3.35002,0.59343,171.27394
46.5357,2.94449,-6.36662,171.24243,-3.25234,3.35127,0.599,171.38604
46.5576,3.0481,-5.95796,171.27361,-3.25282,3.34316,0.59253,171.40431
46.5784,3.04493,-6.00515,171.17012,-3.24866,3.34718,0.5912,171.30249
46.5996,3.12545,-6.27082,171.05415,-3.24691,3.35151,0.59344,171.19759
46.6214,2.95934,-6.08155,171.08531,-3.23947,3.34587,0.58842,171.21894
46.6455,3.00546,-6.20476,171.09651,-3.25585,3.34299,0.59304,171.23536
46.6663,2.93873,-6.22801,170.88013,-3.25163,3.34775,0.59279,171.01884
46.6873,3.21587,-6.57195,171.11702,-3.2598,3.34429,0.60473,171.27337
46.7086,3.0335,-6.2434,171.06798,-3.24716,3.34595,0.5907,171.20875
46.7292,2.89257,-6.68522,171.36856,-3.26313,3.34417,0.59203,171.5233
46.7504,3.0774,-6.10574,171.17105,-3.24847,3.34932,0.59347,171.30756
46.7745,2.94227,-6.74545,171.02545,-3.25722,3.34765,0.6024,171.18371
46.7984,2.96535,-6.37564,170.95029,-3.25302,3.35339,0.59627,171.09484
46.8189,2.93166,-6.27426,171.0164,-3.24916,3.34379,0.59466,171.15657
46.8399,3.03336,-6.12117,171.16086,-3.24289,3.34981,0.59582,171.29714
46.8612,2.98185,-5.93408,171.14598,-3.25368,3.35031,0.58772,171.27478
46.882,2.91012,-6.07663,171.31332,-3.24973,3.34799,0.58977,171.44576
46.9035,3.0034,-6.12927,171.26543,-3.2493,3.35047,0.59049,171.40138
46.9259,2.85585,-5.97435,171.46318,-3.25046,3.35243,0.59104,171.591
46.9508,2.85896,-6.38481,171.11641,-3.25323,3.35005,0.59011,171.25935
46.9716,2.99424,-6.42791,171.07175,-3.24414,3.34317,0.59639,171.21865
46.9923,3.01634,-6.08216,171.3484,-3.255,3.3481,0.58971,171.48285
47.0135,3.01849,-6.35764,171.07181,-3.25537,3.35073,0.59292,171.21651
47.0344,2.91299,-6.28537,171.40356,-3.24847,3.35159,0.59161,171.5435
47.0568,3.0966,-6.41153,171.37758,-3.24968,3.34813,0.59506,171.52542
47.0825,2.9661,-6.35257,171.20874,-3.25586,3.35027,0.59477,171.35223
47.1036,3.01073,-6.2378,171.17661,-3.25632,3.34952,0.58946,171.31668
47.1244,3.03445,-6.17369,171.3521,-3.25324,3.35224,0.59206,171.49013
47.1459,3.05212,-5.95356,171.15054,-3.24607,3.34974,0.58894,171.28126
47.1665,3.15144,-6.29257,170.85963,-3.2564,3.34465,0.59296,171.00451
47.1879,2.97474,-6.35272,170.99542,-3.25714,3.34336,0.59367,171.13924
47.2086,3.21475,-6.20209,171.10262,-3.25311,3.34329,0.59618,171.24516
47.2297,3.06537,-6.0266,171.40448,-3.25467,3.35121,0.59281,171.53779
47.2528,3.09409,-6.62091,171.2442,-3.25767,3.3458,0.59973,171.40008
47.2737,3.10521,-6.73445,171.04767,-3.24826,3.34796,0.60162,171.20835
47.2959,3.00164,-5.8949,171.13911,-3.24736,3.3453,0.58869,171.26692
47.3168,3.11523,-6.10841,170.97145,-3.25332,3.34262,0.59499,171.1089
47.3383,2.88701,-6.33182,171.4108,-3.25571,3.35189,0.59021,171.552
47.3591,3.06401,-6.35471,171.07602,-3.25044,3.34283,0.59661,171.22142
47.3802,2.87207,-6.1583,171.23375,-3.25411,3.35985,0.59326,171.36852
47.401,3.0404,-6.20102,171.29208,-3.24629,3.34992,0.59749,171.43125
47.4217,3.14621,-5.89338,171.3644,-3.24869,3.34405,0.58922,171.49457
47.4437,2.97653,-6.08408,171.0645,-3.26418,3.34273,0.5909,171.19854
47.4692,3.15436,-6.25116,170.91887,-3.24983,3.3474,0.59349,171.06223
47.4903,2.95052,-6.17999,171.2686,-3.25179,3.35443,0.5922,171.40546
47.5128,3.09704,-6.28666,171.00273,-3.25768,3.34373,0.59658,171.14628
47.5339,2.96429,-6.33276,170.8987,-3.25815,3.34187,0.59521,171.04168
47.5545,2.94209,-6.30165,171.30272,-3.25811,3.34909,0.59166,171.44383
47.5762,3.06173,-6.3088,171.00154,-3.24589,3.34216,0.59378,171.14527
47.5969,2.94064,-6.22085,170.88179,-3.25545,3.3446,0.59501,171.02027
47.618,3.12666,-6.27795,171.11063,-3.25606,3.34854,0.59024,171.2543
47.6415,3.02133,-5.93597,171.18051,-3.24228,3.34446,0.59038,171.31005
47.6643,2.98487,-6.31964,171.26898,-3.25535,3.34403,0.59235,171.41153
47.6852,2.90666,-6.2,170.93159,-3.25279,3.3467,0.59166,171.0687
47.706,2.90529,-6.18336,171.37929,-3.25097,3.35137,0.58994,171.51541
47.7267,3.09473,-6.08903,171.26665,-3.24535,3.354,0.59314,171.40279
47.7473,2.9437,-6.16286,171.18231,-3.25678,3.35372,0.58783,171.31851
47.7694,3.00463,-6.08245,171.25429,-3.25012,3.34472,0.59139,171.38861
47.7923,3.01774,-6.32215,170.96959,-3.24897,3.34562,0.59749,171.11305
47.8163,2.97931,-6.11733,171.0811,-3.25263,3.34862,0.58892,171.21636
47.8374,2.99971,-6.39382,171.21533,-3.259,3.35084,0.59306,171.36093
47.8584,3.03339,-6.13716,171.07562,-3.24361,3.35477,0.5908,171.21254
47.8791,3.16428,-6.10041,171.0549,-3.25515,3.34498,0.59217,171.19289
47.9,2.93767,-6.18746,171.29961,-3.2643,3.33931,0.59034,171.43649
47.9222,3.03075,-6.02328,171.25354,-3.2445,3.35233,0.58698,171.38623
47.9445,3.01171,-6.09772,171.01918,-3.25227,3.34851,0.59228,171.15435
47.9687,3.22122,-5.91842,171.05597,-3.24317,3.3463,0.59135,171.18863
47.9895,2.90103,-6.24137,171.256,-3.25429,3.35291,0.59133,171.39424
48.0103,2.94135,-6.08531,171.22725,-3.25281,3.3514,0.5906,171.36059
48.0314,3.04999,-6.20446,171.05748,-3.25215,3.33859,0.59223,171.19714
48.0524,3.02184,-6.15783,171.02066,-3.24764,3.35233,0.59169,171.15816
48.0749,3.00774,-6.53745,171.10818,-3.2636,3.3489,0.59115,171.25944
48.097,2.99848,-6.36134,171.07172,-3.25295,3.34586,0.5955,171.21621
48.1213,2.9924,-6.44154,171.10159,-3.24567,3.34665,0.59328,171.24895
48.142,2.85653,-6.30835,171.09331,-3.25221,3.35259,0.59324,171.23339
48.1629,2.995,-6.22174,171.24281,-3.25604,3.34367,0.58817,171.38197
48.1841,3.00136,-6.49537,171.38138,-3.25956,3.34537,0.59704,171.53068
48.2047,3.21472,-6.12866,171.12192,-3.24894,3.34998,0.58902,171.2618
48.227,3.06207,-6.31227,171.1129,-3.26106,3.34665,0.59872,171.25667
48.2477,3.01732,-6.37295,171.14581,-3.25405,3.34621,0.59368,171.291
48.2737,2.95049,-6.23995,171.15027,-3.25626,3.34452,0.58975,171.28939
48.2947,2.89749,-6.10205,171.19099,-3.25109,3.34996,0.58909,171.32422
48.3157,2.85417,-6.32605,171.16853,-3.24948,3.34937,0.59646,171.30917
48.3378,3.09522,-6.14139,171.11823,-3.25891,3.34688,0.5916,171.25637
48.3589,2.97554,-6.38723,171.08415,-3.26082,3.34339,0.59379,171.2292
48.3801,2.95446,-6.36036,171.03984,-3.24982,3.35345,0.59328,171.18356
48.4021,2.94447,-6.17792,171.04471,-3.25339,3.34809,0.59142,171.18157
48.4259,3.14234,-6.5239,171.00771,-3.26225,3.33541,0.59811,171.16095
48.4464,3.09767,-6.19005,170.99742,-3.24958,3.34654,0.59386,171.13746
48.4677,3.23478,-6.21717,171.10153,-3.25065,3.34574,0.5942,171.245
48.4888,2.85432,-6.28812,171.11147,-3.24627,3.34883,0.58968,171.25076
48.5095,3.01228,-6.26037,171.08981,-3.24877,3.34603,0.58811,171.23081
48.5308,3.07493,-5.88547,171.0517,-3.25116,3.34971,0.58759,171.18054
48.5522,2.90921,-6.26049,171.15297,-3.25203,3.34382,0.58729,171.29214
48.5786,3.11035,-6.12145,170.86234,-3.25212,3.35297,0.59337,171.00025
48.5994,3.1708,-6.45011,171.12206,-3.25444,3.3432,0.59512,171.27293
48.62,2.96287,-6.10386,171.36536,-3.24867,3.34948,0.59166,171.49962
48.6413,3.02621,-6.03031,171.21988,-3.25535,3.35303,0.5906,171.35276
48.6621,2.98535,-6.09397,171.09949,-3.25062,3.35028,0.59272,171.234
48.6846,2.96538,-6.13685,171.19215,-3.24908,3.34317,0.59032,171.32778
48.7069,3.08222,-6.08534,171.09077,-3.25048,3.35033,0.59497,171.22671
48.7305,3.03435,-6.22462,171.15889,-3.25394,3.34706,0.59117,171.29892
48.7517,3.15558,-6.21396,171.18524,-3.24402,3.34908,0.58999,171.32705
48.7727,2.99366,-6.42025,171.15396,-3.2577,3.34685,0.59676,171.3005
48.7939,3.14427,-6.06588,171.14278,-3.25155,3.34171,0.59053,171.2791
48.8147,3.02554,-6.07684,171.21501,-3.24683,3.34887,0.59175,171.34953
48.8368,2.9698,-6.37497,171.04956,-3.25421,3.34658,0.59512,171.19408
48.8592,2.96148,-6.0338,171.15761,-3.24861,3.34952,0.59225,171.28953
48.884,3.13763,-6.06318,171.20242,-3.25195,3.35032,0.5935,171.33849
48.9047,2.96912,-6.42874,171.11555,-3.25672,3.34324,0.59019,171.26201
48.9257,3.00641,-6.07441,171.07109,-3.24903,3.34401,0.59165,171.2053
48.9464,2.99044,-6.03286,171.27348,-3.25114,3.35798,0.59028,171.40579
48.9674,3.06123,-6.21989,170.95615,-3.24575,3.34329,0.59561,171.09665
48.9881,2.95949,-5.96471,171.23796,-3.25516,3.34926,0.58367,171.36737
49.0096,2.95334,-6.11895,171.27913,-3.24956,3.34888,0.58652,171.41384
49.0359,3.10023,-6.10897,171.25821,-3.25959,3.34138,0.59242,171.39517
49.0566,3.09485,-6.0691,171.32298,-3.25376,3.35225,0.58645,171.45838
49.0774,3.12511,-6.01825,170.94907,-3.24711,3.3545,0.59093,171.08351
49.0988,3.01112,-6.31303,171.24249,-3.25519,3.34639,0.59605,171.38527
49.1197,2.97141,-6.00396,171.22878,-3.24542,3.35201,0.5884,171.35977
49.141,2.96383,-5.97911,171.19966,-3.25033,3.34919,0.58753,171.32968
49.1627,2.80653,-6.44806,171.19206,-3.25703,3.34668,0.595,171.33644
49.1917,2.95866,-6.31066,171.24237,-3.25218,3.35018,0.59321,171.38415
49.2124,3.02717,-5.94283,171.07632,-3.24988,3.35273,0.59059,171.20628
49.2339,3.03107,-6.12048,171.30083,-3.24899,3.35258,0.59484,171.43693
49.2572,2.86037,-6.49216,171.20013,-3.25313,3.35415,0.59628,171.34706
49.2797,2.89441,-6.13236,171.00383,-3.25118,3.34849,0.59327,171.13823
49.3007,2.97996,-6.21858,171.40474,-3.24174,3.3569,0.59724,171.54339
49.3212,3.07002,-6.13971,171.10077,-3.24508,3.3436,0.59135,171.23841
49.3421,3.03928,-6.35344,171.10255,-3.25179,3.34404,0.59186,171.24745
49.3628,3.16931,-5.97903,171.04845,-3.24644,3.35073,0.59008,171.18226
49.3837,3.00032,-5.90557,171.34477,-3.2466,3.35359,0.58523,171.47276
49.4043,3.15062,-5.87604,171.06465,-3.24382,3.3475,0.58731,171.19454
49.425,2.88549,-6.07545,171.25494,-3.24916,3.35262,0.59134,171.38697
49.4462,2.94362,-6.28697,171.28572,-3.24856,3.35172,0.59109,171.42634
49.4677,3.01274,-6.15656,171.11958,-3.25338,3.34695,0.59116,171.2568
49.494,2.82188,-6.45097,171.34631,-3.25761,3.34761,0.59516,171.49092
49.5148,2.85018,-6.32248,171.16653,-3.25798,3.34795,0.59382,171.30698
49.5355,3.05115,-6.17799,170.93127,-3.24915,3.35494,0.59134,171.0701
49.5567,2.92527,-6.27116,171.25262,-3.24972,3.34385,0.59129,171.39237
49.5778,3.11172,-6.10821,171.09999,-3.25722,3.3465,0.59299,171.23726
49.5984,3.02043,-6.40469,171.20958,-3.26125,3.3462,0.59435,171.35595
49.6203,2.83072,-6.3873,171.65742,-3.2576,3.35194,0.59032,171.79954
49.6434,3.03719,-6.1726,171.0773,-3.25375,3.34392,0.59087,171.21556
49.6639,3.1222,-6.02626,171.14047,-3.25136,3.35401,0.59135,171.275
49.6864,2.93981,-6.07089,171.16618,-3.24736,3.35466,0.58875,171.29904
49.707,3.04138,-6.17771,170.98811,-3.24988,3.34747,0.5922,171.1267
49.7278,3.03981,-6.0647,171.3732,-3.24906,3.35086,0.58871,171.50742
49.7495,2.95797,-6.0787,171.10304,-3.24774,3.34928,0.5919,171.23654
49.771,2.91545,-6.08624,171.381,-3.25521,3.35197,0.58685,171.51381
49.7921,2.90223,-6.07342,171.01991,-3.25637,3.34523,0.58918,171.15233
49.8127,3.2337,-6.10325,171.14087,-3.24972,3.34522,0.59526,171.28019
49.8335,3.09741,-6.33507,171.18315,-3.24746,3.35183,0.59145,171.32833
49.8589,3.1019,-6.23346,171.24405,-3.25288,3.35044,0.59363,171.38554
49.8823,2.96733,-6.10409,171.30557,-3.25826,3.34811,0.59106,171.43997
49.9035,3.18697,-6.38085,170.91957,-3.25377,3.34771,0.59468,171.06832
49.9249,2.94315,-6.67389,170.93709,-3.25898,3.34573,0.59986,171.09264
49.9457,3.07562,-6.40885,171.16266,-3.25397,3.35073,0.5956,171.31021
49.9693,3.02813,-6.46053,171.09909,-3.26398,3.34778,0.5959,171.24779
49.9914,3.22209,-6.03645,171.07495,-3.24679,3.34539,0.59397,171.21174
50.0121,3.01703,-6.22985,171.02655,-3.24685,3.34973,0.59302,171.16657
50.0332,3.03456,-6.17514,171.20177,-3.25456,3.34796,0.59112,171.33997
50.0557,2.92265,-6.52354,171.07719,-3.25759,3.34594,0.59153,171.22647
50.0769,2.98496,-6.25876,171.02925,-3.25186,3.35278,0.59063,171.16976
50.0984,2.90654,-6.20788,171.09776,-3.25209,3.34799,0.59095,171.23501
50.1215,3.01406,-6.23371,171.30252,-3.25691,3.34976,0.59241,171.4424
50.1441,2.94423,-6.1452,171.32683,-3.24934,3.35166,0.58846,171.46228
50.165,2.99908,-6.18938,171.21626,-3.25575,3.34404,0.59246,171.35435
50.186,3.08749,-5.92795,171.35837,-3.24977,3.35165,0.58817,171.48867
50.2068,3.08939,-6.10251,171.31561,-3.25053,3.34233,0.5917,171.4521
50.2275,2.97509,-6.23629,171.28908,-3.25616,3.34296,0.59328,171.42838
50.2483,3.00674,-6.12921,171.05028,-3.25742,3.34617,0.58956,171.18646
50.269,3.11367,-6.08302,171.24323,-3.24749,3.34999,0.593,171.37952
50.2897,2.92949,-6.33472,171.1888,-3.25199,3.35116,0.59402,171.33101
50.3111,3.06296,-6.00601,171.12088,-3.25117,3.34311,0.58959,171.25364
50.3323,2.88768,-6.17916,171.30328,-3.2521,3.34814,0.5865,171.43901
50.3587,2.75863,-6.22411,171.16801,-3.25436,3.35279,0.59102,171.30335
50.3795,3.09715,-6.62004,171.10609,-3.25078,3.34998,0.59826,171.26212
50.4005,3.15532,-6.38771,171.1613,-3.25593,3.34744,0.59533,171.30951
50.422,3.18047,-6.0539,171.26221,-3.24436,3.35151,0.59155,171.39868
50.4439,3.07136,-6.27966,170.83162,-3.25237,3.34259,0.59997,170.97459
50.4652,2.86008,-6.20435,171.18613,-3.25441,3.35056,0.59072,171.3224
50.4859,2.98166,-6.02177,171.37268,-3.25324,3.34985,0.58816,171.50437
50.5108,3.11373,-5.90386,171.50676,-3.24422,3.3542,0.58712,171.63659
50.5319,2.98697,-6.46756,170.99803,-3.2573,3.34609,0.59713,171.14636
50.5536,3.00807,-6.24334,171.09972,-3.24734,3.35145,0.58966,171.24001
50.5743,2.96069,-6.08164,171.14336,-3.25335,3.34683,0.5915,171.27697
50.5963,2.96531,-6.052,171.32957,-3.24812,3.35269,0.59006,171.46207
50.6174,2.98894,-6.19612,171.2092,-3.24487,3.35367,0.5898,171.34735
50.6425,3.05593,-5.8368,171.34216,-3.24398,3.3463,0.58872,171.46878
50.6634,3.03773,-6.23538,170.85309,-3.25529,3.35069,0.59562,170.99382
50.6844,2.86496,-6.43574,171.19289,-3.2503,3.35187,0.59014,171.33777
50.7058,2.8403,-6.06339,171.19292,-3.24961,3.34833,0.58575,171.32381
50.7264,2.9289,-6.27508,171.34901,-3.25705,3.35511,0.59261,171.48889
50.747,3.01832,-6.1383,171.03397,-3.24637,3.34805,0.5914,171.17069
50.7696,2.96291,-6.21441,171.24081,-3.24961,3.34925,0.59371,171.37915
50.7951,3.10921,-6.35946,171.40395,-3.24976,3.35343,0.59502,171.55006
50.8161,2.92289,-6.02195,171.07434,-3.2471,3.34719,0.59109,171.20525
50.8369,3.165,-6.17008,170.88057,-3.25089,3.33705,0.59435,171.02122
50.8583,3.08558,-6.28579,171.15204,-3.256,3.34944,0.59792,171.29522
50.8802,2.84273,-6.28596,171.28293,-3.25352,3.35258,0.59174,171.42181
50.9011,3.024,-5.99841,171.23073,-3.24356,3.34498,0.59068,171.36245
50.9222,2.94081,-6.01373,171.32671,-3.2516,3.35441,0.58727,171.45744
50.9475,3.0313,-6.41136,170.92607,-3.25042,3.33812,0.5945,171.07313
50.9688,3.05325,-6.25796,171.18326,-3.25733,3.34055,0.59025,171.32481
50.9899,3.05647,-6.45245,170.87601,-3.25288,3.34466,0.60088,171.0251
51.0109,3.06867,-6.22789,171.0663,-3.24511,3.34795,0.59835,171.20713
51.0329,3.04805,-6.29729,171.05902,-3.25349,3.34605,0.59499,171.20203
51.0535,2.86108,-6.12102,171.27849,-3.25618,3.34743,0.58863,171.41171
51.0746,3.07507,-6.28707,171.26643,-3.25718,3.34403,0.58925,171.40938
51.1001,3.06796,-6.11231,171.24065,-3.25208,3.3481,0.59149,171.37716
51.1209,3.1251,-6.14757,170.96698,-3.25111,3.34871,0.59197,171.10601
51.1416,3.24468,-6.11752,170.95326,-3.25189,3.34465,0.59894,171.09345
51.1627,3.19572,-5.84448,171.25574,-3.25184,3.34846,0.58716,171.38523
51.184,3.0102,-6.05841,171.45399,-3.25087,3.34978,0.59457,171.58741
51.2059,2.95973,-6.07949,171.13593,-3.25608,3.35401,0.59297,171.26945
51.2316,3.1031,-6.28574,170.98575,-3.24991,3.3421,0.59166,171.12938
51.2525,3.04551,-6.22084,171.08113,-3.25459,3.34441,0.59549,171.22128
51.2765,3.14546,-6.19369,171.1387,-3.25022,3.35209,0.59591,171.27963
51.3032,3.02275,-6.09189,171.35892,-3.25037,3.3457,0.59435,171.49381
51.3253,3.10765,-6.20767,171.2121,-3.24936,3.34514,0.59363,171.35278
51.3466,2.96155,-6.10683,171.19522,-3.2421,3.3485,0.59399,171.3297
51.3685,3.04813,-5.98568,171.22044,-3.25048,3.35676,0.58998,171.35215
51.3894,3.02331,-6.21767,171.04135,-3.26041,3.34641,0.5934,171.18103
51.4144,2.83191,-6.1285,170.88147,-3.25006,3.35276,0.59219,171.01478
51.4354,3.05448,-6.18481,171.17734,-3.25253,3.34292,0.58818,171.31627
51.4562,2.89433,-6.13828,171.28259,-3.24808,3.35072,0.58959,171.41698
51.478,3.1862,-6.02909,170.93852,-3.24911,3.34725,0.59014,171.07449
51.4995,2.89091,-6.13768,171.19922,-3.24738,3.35188,0.58998,171.3336
51.5207,3.14741,-6.1871,171.27977,-3.25504,3.34399,0.59174,171.42038
51.5415,2.9876,-6.35742,171.41789,-3.25527,3.3563,0.59773,171.56176
51.5624,2.91889,-6.09756,171.59911,-3.24985,3.35068,0.58988,171.73221
51.5832,3.06815,-5.96817,171.06989,-3.24985,3.34018,0.58849,171.20146
51.608,3.05124,-6.34261,171.20271,-3.25347,3.35063,0.59599,171.34733
51.631,3.16637,-6.34308,171.27271,-3.25456,3.34548,0.59479,171.41937
51.6523,2.84388,-6.21226,171.21902,-3.24172,3.34874,0.59262,171.35529
51.6761,2.97738,-5.96699,171.24365,-3.24416,3.34974,0.59409,171.37345
51.6971,3.19388,-5.8818,170.897,-3.24617,3.34297,0.59436,171.02802
51.7195,3.05073,-6.30566,171.45943,-3.2547,3.34389,0.59247,171.60246
51.7416,3.10779,-6.11665,170.96985,-3.24966,3.34619,0.58991,171.10745
51.7625,3.05985,-6.00515,171.19485,-3.24711,3.35111,0.58732,171.32747
51.7844,3.15744,-6.47361,171.18102,-3.25109,3.34402,0.59796,171.33248
51.8059,2.99024,-5.93522,171.24237,-3.25683,3.35235,0.59218,171.37129
51.8331,3.01022,-6.15451,171.18123,-3.25311,3.35189,0.59462,171.31828
51.8542,2.81928,-6.44079,171.21942,-3.24169,3.34804,0.59679,171.36371
51.8756,2.96761,-6.23107,171.08598,-3.25402,3.34783,0.59137,171.22513
51.8976,2.93009,-5.90994,171.51022,-3.2452,3.35388,0.5875,171.63703
51.9184,2.91284,-6.12132,171.3038,-3.25155,3.35063,0.59245,171.43788
51.9436,3.30283,-6.617,171.09874,-3.26217,3.34234,0.59614,171.25849
51.965,2.88471,-6.46086,171.11453,-3.25541,3.35052,0.59401,171.26076
51.986,2.9921,-6.09162,171.18831,-3.24255,3.35448,0.59065,171.32279
52.0068,3.05384,-6.12421,170.92508,-3.25277,3.34514,0.59233,171.06202
52.0275,3.06457,-6.09479,171.15997,-3.25016,3.34383,0.59263,171.29587
52.0481,2.99989,-6.43544,171.15933,-3.27008,3.34406,0.59196,171.30654
